TransactionID,Date,AccountID,Amount,Category,Merchant,PaymentMethod,Location,Currency,Notes,IsFraud,CreatedAt
56,2020-01-01 00:55:00,1831,4255.29321646895,Utilities,Store D,Credit Card,City D,EUR,Refund,0,2020-01-01 00:55:00
57,2020-01-01 00:56:00,1504,3289.29891193012,Rent,Store D,Cash,City A,EUR,,0,2020-01-01 00:56:00
58,2020-01-01 00:57:00,1130,-3910.000101370239,,Store A,Cash,City D,EUR,Payment for service,0,2020-01-01 00:57:00
59,2020-01-01 00:58:00,1484,-3918.7664752290393,Utilities,Store A,Debit Card,City B,GBP,Refund,0,2020-01-01 00:58:00
60,2020-01-01 00:59:00,1818,-721.3048514700886,Salary,Store A,Cash,City C,USD,Payment for service,0,2020-01-01 00:59:00
61,2020-01-01 01:00:00,1646,-4013.4262326719095,Rent,Store A,Debit Card,City A,GBP,Gift,0,2020-01-01 01:00:00
62,2020-01-01 01:01:00,1020,1190.9309527111964,Salary,Store B,Credit Card,City A,USD,,0,2020-01-01 01:01:00
63,2020-01-01 01:02:00,1840,-3563.083927382661,Entertainment,Store C,Credit Card,City D,EUR,Gift,0,2020-01-01 01:02:00
64,2020-01-01 01:03:00,1166,223.73263966801096,Rent,,Cash,City B,EUR,,0,2020-01-01 01:03:00
65,2020-01-01 01:04:00,1273,-4927.800529962822,Groceries,Store D,Credit Card,City D,GBP,Payment for service,0,2020-01-01 01:04:00
66,2020-01-01 01:05:00,1387,-1834.0365158735326,Entertainment,Store C,Credit Card,City A,EUR,Payment for service,0,2020-01-01 01:05:00
67,2020-01-01 01:06:00,1600,,Entertainment,Store D,Cash,City C,GBP,Payment for service,0,2020-01-01 01:06:00
68,2020-01-01 01:07:00,1315,-159.61059772151566,Salary,Store D,Credit Card,City B,EUR,,0,2020-01-01 01:07:00
69,2020-01-01 01:08:00,1013,4782.694859989881,Utilities,Store A,Credit Card,City C,EUR,Gift,0,2020-01-01 01:08:00
70,2020-01-01 01:09:00,1241,3741.037960662108,Groceries,Store D,Credit Card,City C,EUR,,0,2020-01-01 01:09:00
71,2020-01-01 01:10:00,1776,-1409.292209568488,Groceries,Store C,Debit Card,City C,GBP,Refund,0,2020-01-01 01:10:00
72,2020-01-01 01:11:00,1345,-4545.134585277254,Salary,Store C,Credit Card,City D,EUR,,0,2020-01-01 01:11:00
73,2020-01-01 01:12:00,1564,3456.263001150188,Salary,Store C,Cash,City A,GBP,Payment for service,0,2020-01-01 01:12:00
74,2020-01-01 01:13:00,1897,4112.3431031467135,,,Cash,City D,GBP,,0,2020-01-01 01:13:00
75,2020-01-01 01:14:00,1339,3206.273934190367,Salary,Store B,Credit Card,City B,USD,Gift,0,2020-01-01 01:14:00
76,2020-01-01 01:15:00,1091,-3720.5005908023513,Utilities,Store A,Cash,City B,EUR,Gift,0,2020-01-01 01:15:00
77,2020-01-01 01:16:00,1366,4979.151344122878,Entertainment,Store C,Cash,City C,USD,Gift,0,2020-01-01 01:16:00
78,2020-01-01 01:17:00,1955,-2414.1577844722615,,Store B,Cash,City C,USD,Refund,1,2020-01-01 01:17:00
79,2020-01-01 01:18:00,1454,2242.0491280837005,,Store D,Cash,City B,GBP,Gift,0,2020-01-01 01:18:00
80,2020-01-01 01:19:00,1427,4080.348763357215,Groceries,Store A,Credit Card,City B,EUR,Refund,0,2020-01-01 01:19:00
81,2020-01-01 01:20:00,1508,-2643.1288566929056,Groceries,Store B,Cash,City C,USD,Payment for service,0,2020-01-01 01:20:00
82,2020-01-01 01:21:00,1775,4082.5855467706606,Entertainment,Store D,Debit Card,City B,EUR,,0,2020-01-01 01:21:00
83,2020-01-01 01:22:00,1942,-1905.1842080513302,Utilities,Store D,Debit Card,City C,EUR,Payment for service,0,2020-01-01 01:22:00
84,2020-01-01 01:23:00,1034,4764.132223840561,Rent,Store B,Debit Card,City C,GBP,,0,2020-01-01 01:23:00
85,2020-01-01 01:24:00,1205,-2187.399796195254,Entertainment,Store B,Credit Card,City C,GBP,Gift,0,2020-01-01 01:24:00
86,2020-01-01 01:25:00,1080,4534.358247578351,Salary,Store C,Cash,City C,USD,,0,2020-01-01 01:25:00
87,2020-01-01 01:26:00,1931,-4464.553491073251,Rent,Store A,Credit Card,City A,USD,Refund,0,2020-01-01 01:26:00
88,2020-01-01 01:27:00,1561,2092.7201166981304,Groceries,Store A,Cash,City B,GBP,Payment for service,0,2020-01-01 01:27:00
89,2020-01-01 01:28:00,1871,321.1113383700367,Groceries,Store C,Cash,City B,USD,Gift,0,2020-01-01 01:28:00
90,2020-01-01 01:29:00,1387,-221.2292287726932,Rent,Store A,Cash,City B,USD,Refund,0,2020-01-01 01:29:00
91,2020-01-01 01:30:00,1001,-2765.0568574416,Salary,Store A,Cash,City C,EUR,Payment for service,0,2020-01-01 01:30:00
92,2020-01-01 01:31:00,1389,2055.95789776492,Groceries,,Cash,City D,USD,Payment for service,0,2020-01-01 01:31:00
93,2020-01-01 01:32:00,1565,,Groceries,Store B,Credit Card,City D,USD,Refund,0,2020-01-01 01:32:00
94,2020-01-01 01:33:00,1105,528.4179598476821,,Store C,Credit Card,City A,USD,,0,2020-01-01 01:33:00
95,2020-01-01 01:34:00,1771,-2467.546369597492,Utilities,Store B,Debit Card,City B,GBP,Payment for service,0,2020-01-01 01:34:00
96,2020-01-01 01:35:00,1821,4556.2137978135615,Salary,Store A,Credit Card,City C,EUR,Gift,1,2020-01-01 01:35:00
97,2020-01-01 01:36:00,1476,-4713.688061643472,Entertainment,Store A,Debit Card,City C,USD,,0,2020-01-01 01:36:00
98,2020-01-01 01:37:00,1702,-3002.7171988876344,Utilities,Store C,Debit Card,City A,GBP,Refund,0,2020-01-01 01:37:00
99,2020-01-01 01:38:00,1401,-2576.893936125523,Groceries,Store B,Cash,City A,EUR,,0,2020-01-01 01:38:00
100,2020-01-01 01:39:00,1729,-859.3217423218357,Utilities,Store D,Credit Card,City C,GBP,Payment for service,0,2020-01-01 01:39:00
101,2020-01-01 01:40:00,1555,-2672.6975812994647,Groceries,,Credit Card,City D,GBP,,0,2020-01-01 01:40:00
102,2020-01-01 01:41:00,1161,-86.50909731214779,Entertainment,Store B,Cash,City B,EUR,,0,2020-01-01 01:41:00
103,2020-01-01 01:42:00,1201,3724.65523258539,Groceries,Store C,Cash,City C,EUR,Refund,0,2020-01-01 01:42:00
104,2020-01-01 01:43:00,1957,2120.6342140917077,Utilities,Store D,Debit Card,City A,GBP,Payment for service,0,2020-01-01 01:43:00
105,2020-01-01 01:44:00,1995,799.6198053511107,Entertainment,Store B,Credit Card,City C,GBP,Payment for service,0,2020-01-01 01:44:00
106,2020-01-01 01:45:00,1269,-4109.968220173203,Utilities,Store B,Credit Card,City D,USD,Refund,0,2020-01-01 01:45:00
107,2020-01-01 01:46:00,1862,1939.9210838927556,Utilities,Store A,Debit Card,City C,GBP,,0,2020-01-01 01:46:00
108,2020-01-01 01:47:00,1815,-3335.857156890602,,Store A,Debit Card,City A,EUR,,0,2020-01-01 01:47:00
109,2020-01-01 01:48:00,1270,2863.67385961698,Groceries,Store D,Debit Card,City A,EUR,Gift,0,2020-01-01 01:48:00
110,2020-01-01 01:49:00,1455,,Groceries,Store B,Cash,City C,EUR,Payment for service,0,2020-01-01 01:49:00
111,2020-01-01 01:50:00,1461,-829.5127167909914,Utilities,Store B,Debit Card,City A,EUR,Refund,0,2020-01-01 01:50:00
112,2020-01-01 01:51:00,1726,-1495.297976820721,Groceries,Store A,Debit Card,City D,GBP,Payment for service,0,2020-01-01 01:51:00
113,2020-01-01 01:52:00,1251,3588.1391467485682,Salary,Store D,Cash,City B,GBP,Gift,0,2020-01-01 01:52:00
114,2020-01-01 01:53:00,1701,,,Store C,Debit Card,City B,EUR,Gift,0,2020-01-01 01:53:00
115,2020-01-01 01:54:00,1295,656.4488238478862,Entertainment,Store A,Debit Card,City B,EUR,,0,2020-01-01 01:54:00
116,2020-01-01 01:55:00,1724,-3579.383905569378,Groceries,Store B,Credit Card,City A,EUR,Payment for service,0,2020-01-01 01:55:00
117,2020-01-01 01:56:00,1719,2047.9583613218665,Salary,,Debit Card,City D,USD,Refund,0,2020-01-01 01:56:00
118,2020-01-01 01:57:00,1748,4050.7812779448122,Utilities,Store B,Debit Card,City D,GBP,,0,2020-01-01 01:57:00
119,2020-01-01 01:58:00,1337,-653.9234613274657,,Store B,Cash,City C,EUR,Refund,0,2020-01-01 01:58:00
120,2020-01-01 01:59:00,1878,-119.07739735024097,Entertainment,Store B,Debit Card,City C,GBP,Gift,0,2020-01-01 01:59:00
121,2020-01-01 02:00:00,1052,4274.2283648276225,Salary,Store D,Credit Card,City C,USD,,0,2020-01-01 02:00:00
122,2020-01-01 02:01:00,1791,209.91388649357123,Rent,Store C,Credit Card,City D,GBP,,0,2020-01-01 02:01:00
123,2020-01-01 02:02:00,1921,-124.015619504391,Utilities,Store B,Cash,City D,USD,Refund,0,2020-01-01 02:02:00
124,2020-01-01 02:03:00,1216,783.2910270430411,Utilities,Store D,Credit Card,City C,GBP,Refund,0,2020-01-01 02:03:00
125,2020-01-01 02:04:00,1763,1892.2973636295192,Utilities,Store C,Cash,City D,USD,,0,2020-01-01 02:04:00
126,2020-01-01 02:05:00,1187,-3931.166249129686,Salary,Store A,Credit Card,City B,GBP,,0,2020-01-01 02:05:00
127,2020-01-01 02:06:00,1379,3211.1052774151613,Groceries,Store D,Credit Card,City C,USD,,0,2020-01-01 02:06:00
128,2020-01-01 02:07:00,1492,-644.9497254674079,Groceries,Store C,Debit Card,City C,EUR,Gift,0,2020-01-01 02:07:00
129,2020-01-01 02:08:00,1040,-4276.514901025144,Groceries,Store B,Cash,City A,EUR,Payment for service,0,2020-01-01 02:08:00
130,2020-01-01 02:09:00,1156,2861.826691982131,Groceries,Store B,Debit Card,City A,GBP,Refund,0,2020-01-01 02:09:00
131,2020-01-01 02:10:00,1014,-1230.500283137279,Utilities,Store D,Cash,City C,USD,,0,2020-01-01 02:10:00
132,2020-01-01 02:11:00,1812,-3996.3250490494606,Rent,Store A,Debit Card,City B,EUR,Gift,0,2020-01-01 02:11:00
133,2020-01-01 02:12:00,1064,1337.7903954325056,Utilities,Store D,Credit Card,City D,GBP,Payment for service,0,2020-01-01 02:12:00
134,2020-01-01 02:13:00,1856,3801.3135343364174,Rent,Store A,Debit Card,City B,USD,,0,2020-01-01 02:13:00
135,2020-01-01 02:14:00,1838,3877.535094139863,,Store A,Credit Card,City B,USD,Refund,0,2020-01-01 02:14:00
136,2020-01-01 02:15:00,1520,4576.634748089731,Groceries,Store D,Cash,City D,USD,,0,2020-01-01 02:15:00
137,2020-01-01 02:16:00,1343,3677.05459766688,Entertainment,Store D,Cash,City A,USD,Gift,0,2020-01-01 02:16:00
138,2020-01-01 02:17:00,1128,-4978.590806545248,Salary,Store D,Credit Card,City D,GBP,,0,2020-01-01 02:17:00
139,2020-01-01 02:18:00,1647,-1197.5883358660976,Entertainment,Store C,Debit Card,City B,USD,Refund,0,2020-01-01 02:18:00
140,2020-01-01 02:19:00,1471,,Rent,Store C,Credit Card,City D,USD,Payment for service,0,2020-01-01 02:19:00
141,2020-01-01 02:20:00,1062,-1337.469940015258,Entertainment,Store D,Debit Card,City A,EUR,Refund,0,2020-01-01 02:20:00
142,2020-01-01 02:21:00,1138,1015.4850637970612,Rent,Store C,Credit Card,City D,USD,Gift,0,2020-01-01 02:21:00
143,2020-01-01 02:22:00,1498,1063.16947374532,Utilities,Store C,Credit Card,City D,USD,Payment for service,0,2020-01-01 02:22:00
144,2020-01-01 02:23:00,1592,-1349.7469596117694,Utilities,Store A,Cash,City D,USD,Gift,0,2020-01-01 02:23:00
145,2020-01-01 02:24:00,1391,4044.739272812876,Groceries,Store B,Debit Card,City B,USD,Refund,0,2020-01-01 02:24:00
146,2020-01-01 02:25:00,1674,32.283453861175985,,Store B,Debit Card,City D,GBP,,0,2020-01-01 02:25:00
147,2020-01-01 02:26:00,1418,-352.1579406249921,Utilities,Store C,Credit Card,City D,GBP,Gift,0,2020-01-01 02:26:00
148,2020-01-01 02:27:00,1288,,Salary,,Debit Card,City A,GBP,,0,2020-01-01 02:27:00
149,2020-01-01 02:28:00,1378,-64.99635927383315,Groceries,Store D,Credit Card,City A,EUR,,1,2020-01-01 02:28:00
150,2020-01-01 02:29:00,1772,-3216.0174807141893,Salary,Store A,Credit Card,City A,USD,Refund,0,2020-01-01 02:29:00
151,2020-01-01 02:30:00,1489,130.69422863438012,Utilities,Store A,Debit Card,City D,GBP,Payment for service,0,2020-01-01 02:30:00
152,2020-01-01 02:31:00,1230,3140.167355199301,Utilities,Store B,Debit Card,City C,GBP,,0,2020-01-01 02:31:00
153,2020-01-01 02:32:00,1040,2768.6032689828144,Entertainment,Store D,Credit Card,City A,EUR,Payment for service,0,2020-01-01 02:32:00
154,2020-01-01 02:33:00,1027,2885.8176510847097,Entertainment,Store B,Debit Card,City D,EUR,Gift,0,2020-01-01 02:33:00
155,2020-01-01 02:34:00,1134,2080.237839979118,Entertainment,Store C,Debit Card,City A,USD,Refund,0,2020-01-01 02:34:00
156,2020-01-01 02:35:00,1200,-2457.8217093331177,Salary,Store B,Debit Card,City A,USD,,0,2020-01-01 02:35:00
157,2020-01-01 02:36:00,1839,,Utilities,,Debit Card,City D,USD,Refund,0,2020-01-01 02:36:00
158,2020-01-01 02:37:00,1779,3934.4346537626516,Groceries,Store D,Cash,City B,GBP,Refund,0,2020-01-01 02:37:00
159,2020-01-01 02:38:00,1929,,Rent,Store D,Cash,City A,EUR,Refund,0,2020-01-01 02:38:00
160,2020-01-01 02:39:00,1032,-3695.4436344860605,Utilities,Store D,Credit Card,City C,GBP,Payment for service,0,2020-01-01 02:39:00
161,2020-01-01 02:40:00,1047,4756.049685891121,Entertainment,Store B,Credit Card,City B,USD,Gift,0,2020-01-01 02:40:00
162,2020-01-01 02:41:00,1502,,Entertainment,Store B,Cash,City B,GBP,Gift,0,2020-01-01 02:41:00
163,2020-01-01 02:42:00,1406,3932.3614720994665,Salary,Store B,Credit Card,City C,EUR,Payment for service,0,2020-01-01 02:42:00
164,2020-01-01 02:43:00,1573,3863.763846243952,Entertainment,Store C,Cash,City A,GBP,,0,2020-01-01 02:43:00
165,2020-01-01 02:44:00,1727,416.8682403372841,Salary,Store B,Credit Card,City D,USD,,0,2020-01-01 02:44:00
166,2020-01-01 02:45:00,1804,1464.0173666579967,Groceries,Store C,Debit Card,City A,USD,,0,2020-01-01 02:45:00
167,2020-01-01 02:46:00,1098,,Entertainment,Store B,Debit Card,City B,USD,Payment for service,0,2020-01-01 02:46:00
168,2020-01-01 02:47:00,1683,-4487.936508096709,Salary,Store C,Cash,City C,USD,Refund,0,2020-01-01 02:47:00
169,2020-01-01 02:48:00,1871,2455.0308535277263,Entertainment,Store A,Cash,City D,EUR,Refund,0,2020-01-01 02:48:00
170,2020-01-01 02:49:00,1725,53.3203333588026,Salary,,Cash,City B,EUR,Gift,0,2020-01-01 02:49:00
171,2020-01-01 02:50:00,1986,1477.090747902298,Utilities,Store D,Cash,City B,USD,Payment for service,0,2020-01-01 02:50:00
172,2020-01-01 02:51:00,1546,26.398049755352986,Salary,Store A,Debit Card,City A,EUR,,0,2020-01-01 02:51:00
173,2020-01-01 02:52:00,1960,-81.88677677544092,Rent,Store D,Debit Card,City A,USD,,0,2020-01-01 02:52:00
174,2020-01-01 02:53:00,1738,-3282.1089052223315,Groceries,Store C,Cash,City C,GBP,,0,2020-01-01 02:53:00
175,2020-01-01 02:54:00,1612,-2212.8628485885106,Utilities,Store D,Cash,City B,GBP,,0,2020-01-01 02:54:00
176,2020-01-01 02:55:00,1942,,,Store A,Credit Card,City C,GBP,Refund,0,2020-01-01 02:55:00
177,2020-01-01 02:56:00,1461,-3043.3370437465755,Utilities,Store C,Debit Card,City B,EUR,Refund,0,2020-01-01 02:56:00
178,2020-01-01 02:57:00,1642,4729.773804203049,Entertainment,Store D,Debit Card,City C,USD,Payment for service,0,2020-01-01 02:57:00
179,2020-01-01 02:58:00,1768,-3468.8655422780157,Salary,Store C,Cash,City C,GBP,Refund,0,2020-01-01 02:58:00
180,2020-01-01 02:59:00,1004,-2307.2957569479236,Entertainment,Store C,Credit Card,City C,EUR,Refund,0,2020-01-01 02:59:00
181,2020-01-01 03:00:00,1217,905.8965773858499,Groceries,Store A,Debit Card,City C,EUR,Gift,0,2020-01-01 03:00:00
182,2020-01-01 03:01:00,1502,,Groceries,Store C,Credit Card,City D,EUR,Payment for service,0,2020-01-01 03:01:00
183,2020-01-01 03:02:00,1766,-3460.2587025617095,Utilities,Store B,Credit Card,City D,EUR,,0,2020-01-01 03:02:00
184,2020-01-01 03:03:00,1397,2937.1742578521234,Groceries,Store A,Debit Card,City B,USD,Payment for service,0,2020-01-01 03:03:00
185,2020-01-01 03:04:00,1870,2852.0286791282497,Salary,Store D,Debit Card,City C,EUR,,0,2020-01-01 03:04:00
186,2020-01-01 03:05:00,1794,-2626.8229579610893,Groceries,Store B,Credit Card,City B,EUR,Refund,0,2020-01-01 03:05:00
187,2020-01-01 03:06:00,1392,-2113.3369732453957,Entertainment,,Credit Card,City C,USD,,0,2020-01-01 03:06:00
188,2020-01-01 03:07:00,1206,4379.87865459497,,Store C,Debit Card,City A,USD,Payment for service,0,2020-01-01 03:07:00
189,2020-01-01 03:08:00,1014,3256.714459794781,Groceries,Store D,Cash,City B,GBP,,0,2020-01-01 03:08:00
190,2020-01-01 03:09:00,1857,1977.9703306252386,Rent,,Credit Card,City B,USD,Refund,0,2020-01-01 03:09:00
191,2020-01-01 03:10:00,1553,-4177.667784893994,Rent,Store C,Debit Card,City B,EUR,,0,2020-01-01 03:10:00
192,2020-01-01 03:11:00,1891,-817.3591909742427,Entertainment,Store D,Credit Card,City D,GBP,,0,2020-01-01 03:11:00
193,2020-01-01 03:12:00,1460,593.0187207682702,,Store D,Debit Card,City C,USD,,0,2020-01-01 03:12:00
194,2020-01-01 03:13:00,1690,-3125.8871201622305,Utilities,Store A,Credit Card,City B,USD,,0,2020-01-01 03:13:00
195,2020-01-01 03:14:00,1574,-517.7341789177544,Groceries,Store A,Credit Card,City C,GBP,Gift,0,2020-01-01 03:14:00
196,2020-01-01 03:15:00,1863,1010.2587748869,Salary,Store C,Cash,City C,USD,Payment for service,0,2020-01-01 03:15:00
197,2020-01-01 03:16:00,1742,-1726.2331988460078,,Store A,Credit Card,City A,GBP,,0,2020-01-01 03:16:00
198,2020-01-01 03:17:00,1240,2809.448189504872,Rent,,Credit Card,City A,EUR,,0,2020-01-01 03:17:00
199,2020-01-01 03:18:00,1563,3404.4958163880547,Utilities,Store D,Credit Card,City A,USD,,0,2020-01-01 03:18:00
200,2020-01-01 03:19:00,1095,-1763.9053056592925,Rent,Store C,Debit Card,City D,EUR,,0,2020-01-01 03:19:00
201,2020-01-01 03:20:00,1899,3386.571544924571,Utilities,Store B,Debit Card,City C,GBP,Gift,0,2020-01-01 03:20:00
202,2020-01-01 03:21:00,1733,-3964.23433896985,Entertainment,Store B,Debit Card,City B,USD,,0,2020-01-01 03:21:00
203,2020-01-01 03:22:00,1484,3377.2909862265624,Salary,Store D,Debit Card,City B,USD,Gift,0,2020-01-01 03:22:00
204,2020-01-01 03:23:00,1406,-3472.495683323834,Groceries,Store A,Credit Card,City A,EUR,,0,2020-01-01 03:23:00
205,2020-01-01 03:24:00,1230,-4170.728474902739,Rent,Store B,Cash,City B,GBP,Payment for service,0,2020-01-01 03:24:00
206,2020-01-01 03:25:00,1748,1417.7540444101123,Utilities,Store C,Credit Card,City D,USD,Payment for service,0,2020-01-01 03:25:00
207,2020-01-01 03:26:00,1654,-280.62634244705714,Groceries,Store B,Credit Card,City A,EUR,Gift,0,2020-01-01 03:26:00
208,2020-01-01 03:27:00,1170,,Rent,Store D,Cash,City D,EUR,Payment for service,0,2020-01-01 03:27:00
209,2020-01-01 03:28:00,1540,-1368.108039091508,Rent,Store A,Cash,City A,USD,,0,2020-01-01 03:28:00
210,2020-01-01 03:29:00,1035,-2128.4773656237135,Entertainment,Store A,Cash,City D,USD,Payment for service,0,2020-01-01 03:29:00
211,2020-01-01 03:30:00,1524,7.349061441983395,Utilities,Store C,Cash,City B,GBP,Payment for service,0,2020-01-01 03:30:00
212,2020-01-01 03:31:00,1159,-440.53814231338674,Groceries,Store C,Cash,City B,USD,Payment for service,0,2020-01-01 03:31:00
213,2020-01-01 03:32:00,1838,-1555.7195378281176,Utilities,Store C,Cash,City D,GBP,,0,2020-01-01 03:32:00
